Source,Destination,Distance(M)
City_98,City_132,10418361
City_98,City_134,8442879
City_98,City_135,9087121
City_98,City_138,7581750
City_98,City_14,5978798
City_98,City_143,2231023
City_98,City_144,2485105
City_98,City_15,6200981
City_98,City_151,1546348
City_98,City_153,2468459
City_98,City_154,1250522
City_98,City_155,525286
City_98,City_156,806999
City_98,City_157,2108684
City_98,City_16,5290360
City_98,City_17,4995586
City_98,City_18,5763972
City_98,City_23,7925349
City_98,City_24,11094485
City_98,City_26,8743466
City_98,City_28,9920579
City_98,City_29,9124648
City_98,City_3,7616605
City_98,City_30,8422080
City_98,City_31,10029267
City_98,City_32,10852684
City_98,City_33,1802884
City_98,City_35,2025952
City_98,City_37,1674276
City_98,City_38,2154360
City_98,City_39,2095848
City_98,City_40,1781117
City_98,City_42,2369569
City_98,City_43,9503524
City_98,City_44,9305951
City_98,City_45,9362769
City_98,City_49,8504259
City_98,City_5,7197449
City_98,City_50,9520910
City_98,City_51,9025768
City_98,City_52,9120337
City_98,City_53,9047624
City_98,City_54,7922223
City_98,City_57,8738520
City_98,City_58,9632820
City_98,City_61,7921446
City_98,City_63,3286657
City_98,City_66,1120823
City_98,City_7,7375320
City_98,City_71,8467986
City_98,City_72,8143059
City_98,City_73,7716380
City_98,City_81,8819356
City_98,City_82,8539976
City_98,City_83,1877624
City_98,City_84,2110684
City_98,City_85,2163085
City_98,City_86,2407574
City_98,City_87,2354311
City_98,City_88,2136431
City_98,City_9,7497420
City_98,City_90,1617234
City_98,City_91,1598044
City_98,City_93,1533285
City_98,City_94,1124492
City_98,City_95,743376
City_98,City_99,2391629
City_99,City_106,7907961
City_99,City_108,7578207
City_99,City_122,4749814
City_99,City_128,8204798
City_99,City_137,3332324
City_99,City_138,9546563
City_99,City_141,7486561
City_99,City_142,7233160
City_99,City_150,1001690
City_99,City_152,1037750
City_99,City_158,1288066
City_99,City_24,8755602
City_99,City_35,722715
City_99,City_38,320597
City_99,City_47,9180922
City_99,City_51,9942834
City_99,City_53,10847845
City_99,City_62,8712946
City_99,City_63,5473430
City_99,City_66,3511312
City_99,City_72,8689784
City_99,City_75,9328427
City_99,City_79,9487468
City_99,City_84,316103
City_99,City_92,1293277
City_99,City_98,2391629
